,COUNTY,YEAR,MEDIAN_AGE_TOT,OVER_65
695,Loup Nebraska,12,49.8,9.867168674698796
707,McPherson Nebraska,12,51.0,10.026315789473685
719,Madison Nebraska,12,36.9,9.79221345337474
731,Merrick Nebraska,12,43.1,9.848239845261123
743,Morrill Nebraska,12,43.0,9.853726841878501
755,Nance Nebraska,12,44.8,9.828587666950838
767,Nemaha Nebraska,12,38.6,9.906282271944923
779,Nuckolls Nebraska,12,49.0,9.877772420443588
791,Otoe Nebraska,12,41.8,9.765913065201099
803,Pawnee Nebraska,12,49.4,9.760199004975124
815,Perkins Nebraska,12,42.2,9.742026980283638
827,Phelps Nebraska,12,41.5,9.795826876245295
839,Pierce Nebraska,12,41.0,9.720341354224958
851,Platte Nebraska,12,37.8,9.729662384224678
863,Polk Nebraska,12,45.8,9.783195856512565
875,Red Willow Nebraska,12,41.2,9.876277508392391
887,Richardson Nebraska,12,47.4,9.803865225683406
899,Rock Nebraska,12,49.0,9.828297715549006
911,Saline Nebraska,12,36.0,9.801884139482565
923,Sarpy Nebraska,12,35.1,9.80581369260027
935,Saunders Nebraska,12,41.1,9.759342849198259
959,Seward Nebraska,12,37.3,9.903569775514926
971,Sheridan Nebraska,12,46.4,9.787342737323675
983,Sherman Nebraska,12,49.8,9.770676441186271
995,Sioux Nebraska,12,53.7,9.970583190394512
1007,Stanton Nebraska,12,40.8,9.783243243243243
1019,Thayer Nebraska,12,45.7,9.727303617829302
1031,Thomas Nebraska,12,45.8,9.808587257617729
1043,Thurston Nebraska,12,28.0,9.4031007751938
1055,Valley Nebraska,12,45.7,9.768566618566618
1067,Washington Nebraska,12,41.7,9.784731535529934
1079,Wayne Nebraska,12,32.9,10.173137986148108
1091,Webster Nebraska,12,45.6,9.813478634929739
1103,Wheeler Nebraska,12,52.9,9.865772669220945
1115,York Nebraska,12,40.1,9.832743621609767
11,Churchill Nevada,12,39.3,9.873190413103696
35,Douglas Nevada,12,53.3,9.973321746242716
47,Elko Nevada,12,34.5,9.787117738451627
71,Eureka Nevada,12,42.4,9.749827501232135
83,Humboldt Nevada,12,36.2,9.752611253044977
95,Lander Nevada,12,37.5,9.73562906724512
107,Lincoln Nevada,12,44.5,9.956878255836388
119,Lyon Nevada,12,42.5,9.894600938967136
131,Mineral Nevada,12,47.4,9.895982241953385
143,Nye Nevada,12,53.3,9.933824130000215
155,Pershing Nevada,12,42.4,10.196936802973976
167,Storey Nevada,12,56.7,10.08117875333495
179,Washoe Nevada,12,38.4,9.99606039205207
191,White Pine Nevada,12,40.2,10.03008350730689
11,Belknap New Hampshire,12,47.8,9.955561718023588
23,Carroll New Hampshire,12,53.7,9.9698159885504
35,Cheshire New Hampshire,12,43.5,10.068522047709799
47,Coos New Hampshire,12,48.9,10.041279346069766
59,Grafton New Hampshire,12,43.4,10.174814765369469
71,Hillsborough New Hampshire,12,40.8,10.013128229722438
83,Merrimack New Hampshire,12,43.0,10.032610921388986
95,Rockingham New Hampshire,12,44.9,9.983816650471804
107,Strafford New Hampshire,12,37.2,10.188078050722252
119,Sullivan New Hampshire,12,46.9,9.96284475965327
11,Atlantic New Jersey,12,42.2,9.922305154169987
23,Bergen New Jersey,12,42.1,9.942667039976314
35,Burlington New Jersey,12,41.7,9.965774482484523
47,Camden New Jersey,12,39.0,9.92485058374517
59,Cape May New Jersey,12,50.4,9.952089874944317
71,Cumberland New Jersey,12,38.0,9.885278244062945
83,Essex New Jersey,12,37.8,9.90788172345818
95,Gloucester New Jersey,12,40.7,9.942835246677365
107,Hudson New Jersey,12,35.4,10.178145454058726
119,Hunterdon New Jersey,12,47.0,9.948935041126951
131,Mercer New Jersey,12,39.1,10.00068339547669
143,Middlesex New Jersey,12,39.2,9.984385658289924
155,Monmouth New Jersey,12,43.7,9.914665923286387
167,Morris New Jersey,12,42.9,9.942255995283068
179,Ocean New Jersey,12,42.4,9.726957472669001
191,Passaic New Jersey,12,37.5,9.895412951899662
203,Salem New Jersey,12,42.4,9.900912078223932
215,Somerset New Jersey,12,42.2,9.927086284786615
227,Sussex New Jersey,12,45.0,9.969442229941347
239,Union New Jersey,12,39.0,9.893976895465192
251,Warren New Jersey,12,44.8,9.974738522043946
11,Albany New York,12,38.2,10.166105412005003
23,Allegany New York,12,40.0,10.019005879672822
47,Broome New York,12,39.7,10.058700285582294
59,Cattaraugus New York,12,42.4,9.875565248236269
71,Cayuga New York,12,43.5,9.984009350188048
83,Chautauqua New York,12,43.0,9.951592948945258
95,Chemung New York,12,41.9,9.924270274156441
107,Chenango New York,12,44.8,9.894185184400618
119,Clinton New York,12,40.4,10.130165869416661
131,Columbia New York,12,49.0,10.004053076806647
143,Cortland New York,12,36.6,10.141329522288308
155,Delaware New York,12,48.9,10.042707601676675
167,Dutchess New York,12,42.5,10.062900638302212
179,Erie New York,12,40.3,10.010243038547864
191,Essex New York,12,48.6,10.061667344448962
203,Franklin New York,12,40.4,10.06869777297989
215,Fulton New York,12,43.9,9.936494764250792
227,Genesee New York,12,43.1,9.944362779329609
239,Greene New York,12,47.0,10.086865304738494
251,Hamilton New York,12,56.3,10.00504981884058
263,Herkimer New York,12,44.2,9.91790798936708
275,Jefferson New York,12,33.1,9.963336489611596
299,Lewis New York,12,42.2,9.818535138424096
311,Livingston New York,12,40.8,10.14077629780335
323,Madison New York,12,42.2,10.037442381697467
335,Monroe New York,12,39.4,10.006928562762043
347,Montgomery New York,12,40.6,9.853123666727615
359,Nassau New York,12,41.8,9.921540042036254
383,Niagara New York,12,43.3,9.960499519784404
395,Oneida New York,12,40.9,9.931512522357448
407,Onondaga New York,12,39.4,9.981745735329882
419,Ontario New York,12,43.7,9.95794838627399
431,Orange New York,12,36.8,9.816129266898736
443,Orleans New York,12,43.1,10.009246134020618
455,Oswego New York,12,40.4,9.966449233291211
467,Otsego New York,12,42.7,10.196841645235573
479,Putnam New York,12,44.5,9.981087266069975
503,Rensselaer New York,12,40.1,10.065287876305808
527,Rockland New York,12,35.8,9.656679016173044
539,St. Lawrence New York,12,39.4,10.038420271022831
551,Saratoga New York,12,43.1,9.985778920487421
563,Schenectady New York,12,39.7,9.953017727094187
575,Schoharie New York,12,46.3,10.044011097132165
587,Schuyler New York,12,46.9,9.957370696916943
599,Seneca New York,12,41.8,9.9897636406397
611,Steuben New York,12,43.1,9.891811614716028
623,Suffolk New York,12,42.0,9.947996784507122
635,Sullivan New York,12,42.8,9.910340439070952
647,Tioga New York,12,44.8,9.898985540319067
659,Tompkins New York,12,31.8,10.493127813662165
671,Ulster New York,12,44.4,10.078460126257934
683,Warren New York,12,47.0,9.986097210058801
695,Washington New York,12,44.4,10.012097248545848
707,Wayne New York,12,43.9,9.87277185880469
719,Westchester New York,12,41.3,9.926221956246266
731,Wyoming New York,12,43.0,10.047843648862239
743,Yates New York,12,41.3,9.875217757797133
11,Alamance North Carolina,12,39.2,9.939679899002412
23,Alexander North Carolina,12,44.3,9.943470144278209
35,Alleghany North Carolina,12,51.0,9.935081260662656
47,Anson North Carolina,12,41.5,10.014624069377403
59,Ashe North Carolina,12,49.6,9.951461235893099
71,Avery North Carolina,12,45.6,10.200808794213135
83,Beaufort North Carolina,12,47.1,9.891030769885516
95,Bertie North Carolina,12,46.4,10.031793951549057
107,Bladen North Carolina,12,45.5,9.89589572764501
119,Brunswick North Carolina,12,55.6,9.96697661391962
131,Buncombe North Carolina,12,42.5,10.080111872154859
143,Burke North Carolina,12,45.1,10.013738188650052
155,Cabarrus North Carolina,12,37.7,9.835306971952342
167,Caldwell North Carolina,12,44.8,9.933300883448126
179,Camden North Carolina,12,41.8,9.863789454311219
191,Carteret North Carolina,12,49.7,9.962571070775697
203,Caswell North Carolina,12,46.3,9.96913378163157
215,Catawba North Carolina,12,41.7,9.896156714780853
227,Chatham North Carolina,12,47.9,9.855269235933934
239,Cherokee North Carolina,12,52.6,9.932217251502864
251,Chowan North Carolina,12,47.3,9.881323961844652
263,Clay North Carolina,12,53.6,9.907719704389637
275,Cleveland North Carolina,12,41.8,9.884629442453573
287,Columbus North Carolina,12,42.4,9.946393312675651
299,Craven North Carolina,12,38.0,9.982083239506947
311,Cumberland North Carolina,12,31.6,9.977990456291783
323,Currituck North Carolina,12,42.3,9.873295393149155
335,Dare North Carolina,12,47.7,9.930116998567916
347,Davidson North Carolina,12,42.8,9.881550513397253
359,Davie North Carolina,12,45.7,9.865558045091724
371,Duplin North Carolina,12,41.1,9.799885939973782
383,Durham North Carolina,12,35.8,10.134629597372218
395,Edgecombe North Carolina,12,42.0,9.848150450730495
407,Forsyth North Carolina,12,38.5,9.920298460612878
419,Franklin North Carolina,12,41.8,9.904108488196886
431,Gaston North Carolina,12,39.9,9.909080341514905
443,Gates North Carolina,12,46.8,9.876734129043419
455,Graham North Carolina,12,46.6,9.906717213600285
467,Granville North Carolina,12,42.7,9.956069354598547
479,Greene North Carolina,12,40.4,10.046153115952347
491,Guilford North Carolina,12,37.6,9.979506826465911
503,Halifax North Carolina,12,43.8,9.876700659868026
515,Harnett North Carolina,12,34.9,9.86096737659587
527,Haywood North Carolina,12,47.7,9.955705505720749
539,Henderson North Carolina,12,48.0,9.9196368498599
551,Hertford North Carolina,12,42.4,10.06345398487984
563,Hoke North Carolina,12,33.5,9.834151066372161
575,Hyde North Carolina,12,46.0,10.06400648166903
587,Iredell North Carolina,12,41.0,9.8846737731428
599,Jackson North Carolina,12,38.4,10.237024898720925
611,Johnston North Carolina,12,38.3,9.821582696009822
623,Jones North Carolina,12,48.3,9.947584669285487
635,Lee North Carolina,12,39.3,9.845340649735348
647,Lenoir North Carolina,12,42.7,9.838544031171244
659,Lincoln North Carolina,12,43.8,9.898314965567698
671,McDowell North Carolina,12,44.6,9.930994842206486
683,Macon North Carolina,12,50.3,9.894871437336159
695,Madison North Carolina,12,45.1,10.061369800045966
707,Martin North Carolina,12,47.2,9.857807486631016
719,Mecklenburg North Carolina,12,35.3,10.012843898713566
731,Mitchell North Carolina,12,48.2,9.945616145415665
743,Montgomery North Carolina,12,43.6,9.871401759099104
755,Moore North Carolina,12,43.9,9.8585239888977
767,Nash North Carolina,12,41.7,9.898743345564062
779,New Hanover North Carolina,12,39.8,10.139025815339078
791,Northampton North Carolina,12,50.2,9.94940204280655
803,Onslow North Carolina,12,27.1,10.113495640048905
815,Orange North Carolina,12,35.1,10.193291171637167
827,Pamlico North Carolina,12,53.6,10.006254911205406
839,Pasquotank North Carolina,12,38.6,9.955720168742467
851,Pender North Carolina,12,42.8,9.85396130669204
863,Perquimans North Carolina,12,49.9,9.879811334769368
875,Person North Carolina,12,44.8,9.89898202076475
887,Pitt North Carolina,12,33.1,10.125931438182603
899,Polk North Carolina,12,54.0,9.944991314418067
911,Randolph North Carolina,12,42.0,9.873902844772982
923,Richmond North Carolina,12,40.2,9.85853353855763
935,Robeson North Carolina,12,37.2,9.83664076555024
947,Rockingham North Carolina,12,45.3,9.907936490495551
959,Rowan North Carolina,12,40.9,9.905895642137267
971,Rutherford North Carolina,12,45.6,9.89156335317549
983,Sampson North Carolina,12,40.3,9.795789457115424
995,Scotland North Carolina,12,39.4,9.859098871435545
1007,Stanly North Carolina,12,41.6,9.904970862656434
1019,Stokes North Carolina,12,47.3,9.953045557237173
1031,Surry North Carolina,12,44.4,9.890843235863645
1043,Swain North Carolina,12,41.2,9.883904421554202
1055,Transylvania North Carolina,12,52.5,10.015021084775338
1067,Tyrrell North Carolina,12,41.9,10.09011454183267
1079,Union North Carolina,12,38.9,9.770894150313309
1091,Vance North Carolina,12,40.6,9.820514202312788
1103,Wake North Carolina,12,36.7,9.966899990195733
1115,Warren North Carolina,12,49.0,9.952916730018753
1127,Washington North Carolina,12,48.4,9.857892918825561
1139,Watauga North Carolina,12,33.2,10.533300105025187
1151,Wayne North Carolina,12,37.7,9.872409872412309
1163,Wilkes North Carolina,12,45.4,9.910270128047712
1175,Wilson North Carolina,12,40.7,9.8680786298456
1187,Yadkin North Carolina,12,44.8,9.884163856957018
1199,Yancey North Carolina,12,48.3,9.942238087331894
11,Adams North Dakota,12,50.4,9.874729241877256
23,Barnes North Dakota,12,44.5,9.966250600096016
35,Benson North Dakota,12,30.8,9.347306791569087
47,Billings North Dakota,12,43.5,9.921875
59,Bottineau North Dakota,12,45.8,9.821362623368355
71,Bowman North Dakota,12,42.3,9.736871693121692
83,Burke North Dakota,12,41.7,9.722789598108747
119,Cavalier North Dakota,12,48.1,9.730489101541732
131,Dickey North Dakota,12,40.1,9.770956486042692
143,Divide North Dakota,12,47.5,9.699425795053003
155,Dunn North Dakota,12,38.2,9.777169981916817
167,Eddy North Dakota,12,44.7,9.74932225623087
179,Emmons North Dakota,12,51.1,9.842363468065411
191,Foster North Dakota,12,45.4,9.821619937694704
203,Golden Valley North Dakota,12,46.0,9.87961385576377
215,Grand Forks North Dakota,12,30.3,10.171520928424357
227,Grant North Dakota,12,51.9,9.743139841688656
239,Griggs North Dakota,12,50.7,9.769027341999104
251,Hettinger North Dakota,12,41.2,9.69075630252101
263,Kidder North Dakota,12,47.1,9.81899193548387
275,LaMoure North Dakota,12,48.9,9.765422639644093
287,Logan North Dakota,12,47.8,9.73935135135135
299,McHenry North Dakota,12,43.0,9.749173194081811
311,McIntosh North Dakota,12,54.6,9.818422106527834
323,McKenzie North Dakota,12,30.3,9.656436368477102
335,McLean North Dakota,12,46.2,9.76721693121693
347,Mercer North Dakota,12,43.3,9.768816416269697
359,Morton North Dakota,12,38.2,9.894917740084173
371,Mountrail North Dakota,12,32.8,9.793342816500711
383,Nelson North Dakota,12,50.0,9.886766238277179
395,Oliver North Dakota,12,44.4,9.655130168453294
407,Pembina North Dakota,12,45.7,9.875562417291574
419,Pierce North Dakota,12,44.8,9.775798742138365
431,Ramsey North Dakota,12,40.7,9.809766472784096
443,Ransom North Dakota,12,43.9,9.816002299731698
455,Renville North Dakota,12,44.7,9.824967769660507
467,Richland North Dakota,12,37.9,9.948933671261667
479,Rolette North Dakota,12,31.3,9.449301636568848
491,Sargent North Dakota,12,44.2,9.845613134940995
503,Sheridan North Dakota,12,55.1,9.84722433460076
515,Sioux North Dakota,12,27.9,9.43354609929078
527,Slope North Dakota,12,49.7,9.8796
551,Steele North Dakota,12,47.7,9.791375661375662
563,Stutsman North Dakota,12,41.2,9.998802163833076
575,Towner North Dakota,12,50.4,9.757149383280037
587,Traill North Dakota,12,41.4,9.855823792931806
599,Walsh North Dakota,12,43.9,9.775763556056761
611,Ward North Dakota,12,32.3,10.020258423145727
623,Wells North Dakota,12,51.6,9.76150234741784
11,Adams Ohio,12,42.0,9.791826124629937
23,Allen Ohio,12,39.1,9.89316274389112
35,Ashland Ohio,12,40.1,9.903225263630244
47,Ashtabula Ohio,12,42.8,9.861445275141145
59,Athens Ohio,12,30.9,10.525125905062225
71,Auglaize Ohio,12,40.8,9.791238829507622
83,Belmont Ohio,12,44.5,9.999828373578486
95,Brown Ohio,12,42.1,9.834271965371155
107,Butler Ohio,12,37.1,9.93089911101599
119,Carroll Ohio,12,45.7,9.86570929627703
131,Champaign Ohio,12,41.8,9.876399639963996
143,Clark Ohio,12,41.2,9.872431255267259
155,Clermont Ohio,12,40.5,9.882595868777491
167,Clinton Ohio,12,40.2,9.880246854746474
179,Columbiana Ohio,12,44.6,9.921307774604202
191,Coshocton Ohio,12,41.4,9.78107650273224
203,Crawford Ohio,12,43.6,9.863826095339084
215,Cuyahoga Ohio,12,40.3,9.98669413605037
227,Darke Ohio,12,41.9,9.788701504509616
239,Defiance Ohio,12,40.6,9.884858350618321
251,Delaware Ohio,12,39.4,9.780192851030467
263,Erie Ohio,12,45.1,9.911360514905878
275,Fairfield Ohio,12,39.5,9.85356403975275
287,Fayette Ohio,12,41.0,9.827484662576687
299,Franklin Ohio,12,34.3,10.016689728393112
311,Fulton Ohio,12,41.0,9.824265299340075
323,Gallia Ohio,12,41.5,9.84084219680246
335,Geauga Ohio,12,45.0,9.801375348375316
347,Greene Ohio,12,38.5,10.027232045081895
359,Guernsey Ohio,12,42.5,9.861157556270097
371,Hamilton Ohio,12,36.9,9.940870096015404
383,Hancock Ohio,12,39.4,9.93235158280881
395,Hardin Ohio,12,36.2,9.937771401243424
407,Harrison Ohio,12,46.5,9.868650265957447
419,Henry Ohio,12,41.6,9.830763534029474
431,Highland Ohio,12,41.4,9.811204559671927
443,Hocking Ohio,12,43.3,9.871331021794509
455,Holmes Ohio,12,31.8,9.633935395814376
467,Huron Ohio,12,40.1,9.813168914976144
479,Jackson Ohio,12,40.0,9.824453151513282
491,Jefferson Ohio,12,44.9,9.966978951396863
503,Knox Ohio,12,39.5,9.891073778120086
515,Lake Ohio,12,44.1,9.960860572933187
527,Lawrence Ohio,12,42.2,9.898259421825337
539,Licking Ohio,12,39.9,9.874251676448305
551,Logan Ohio,12,41.8,9.82632247328779
563,Lorain Ohio,12,41.9,9.89877740589285
575,Lucas Ohio,12,38.3,9.900016575307927
587,Madison Ohio,12,40.7,10.026350852876082
599,Mahoning Ohio,12,43.4,9.962172089748691
611,Marion Ohio,12,41.0,9.956446929777396
623,Medina Ohio,12,42.7,9.877008111446152
635,Meigs Ohio,12,44.2,9.892268738813463
647,Mercer Ohio,12,38.7,9.714774604099874
659,Miami Ohio,12,41.3,9.843581930514922
671,Monroe Ohio,12,46.8,9.883755675992383
683,Montgomery Ohio,12,39.2,9.935080601933093
695,Morgan Ohio,12,45.0,9.891714915908464
707,Morrow Ohio,12,42.6,9.856787817028986
719,Muskingum Ohio,12,40.3,9.883805602273387
731,Noble Ohio,12,53.2,9.824126455906823
743,Ottawa Ohio,12,49.9,9.919849475632326
755,Paulding Ohio,12,41.7,9.811466366752358
767,Perry Ohio,12,40.9,9.825618531023414
779,Pickaway Ohio,12,39.8,9.9937355663137
791,Pike Ohio,12,41.4,9.826278265879303
803,Portage Ohio,12,38.8,10.13887705735354
815,Preble Ohio,12,43.0,9.852673548260848
827,Putnam Ohio,12,39.9,9.724340686925963
839,Richland Ohio,12,41.2,9.921102068441817
851,Ross Ohio,12,41.5,9.945836485534656
863,Sandusky Ohio,12,42.2,9.873409890973717
875,Scioto Ohio,12,40.8,9.92998380115251
887,Seneca Ohio,12,40.3,9.947267026713545
899,Shelby Ohio,12,39.8,9.792051862523152
911,Stark Ohio,12,42.0,9.91326637992909
923,Summit Ohio,12,41.1,9.965026903235227
935,Trumbull Ohio,12,44.6,9.914951458272299
947,Tuscarawas Ohio,12,41.5,9.841820039788232
959,Union Ohio,12,37.8,9.888957076015462
971,Van Wert Ohio,12,41.1,9.833672855879751
983,Vinton Ohio,12,43.4,9.879816583874666
995,Warren Ohio,12,39.7,9.846317166946575
1007,Washington Ohio,12,44.3,9.955438901036539
1019,Wayne Ohio,12,38.9,9.822737014951171
1031,Williams Ohio,12,41.5,9.86818652567317
1043,Wood Ohio,12,35.3,10.117456446792083
1055,Wyandot Ohio,12,42.3,9.85083134300937
11,Adair Oklahoma,12,37.2,9.714211048031
23,Alfalfa Oklahoma,12,43.9,9.983146264468608
35,Atoka Oklahoma,12,40.4,9.88678587003925
47,Beaver Oklahoma,12,40.1,9.733778949350404
59,Beckham Oklahoma,12,35.8,9.871256690607987
71,Blaine Oklahoma,12,41.2,9.683232580337258
83,Bryan Oklahoma,12,37.5,9.903479529117616
95,Caddo Oklahoma,12,37.8,9.826569779570265
107,Canadian Oklahoma,12,36.0,9.84515798416787
119,Carter Oklahoma,12,38.4,9.808243437051818
131,Cherokee Oklahoma,12,36.2,10.025447520397888
143,Choctaw Oklahoma,12,42.0,9.761041439476553
155,Cimarron Oklahoma,12,44.4,9.642676649508658
167,Cleveland Oklahoma,12,34.7,10.127320132106165
179,Coal Oklahoma,12,42.5,9.79444949954504
191,Comanche Oklahoma,12,33.3,10.010130932761347
203,Cotton Oklahoma,12,43.6,9.82837980938934
215,Craig Oklahoma,12,42.3,9.910359213689718
227,Creek Oklahoma,12,40.3,9.840081373563379
239,Custer Oklahoma,12,31.6,9.961438471882218
251,Delaware Oklahoma,12,47.3,9.876753702713385
263,Dewey Oklahoma,12,38.3,9.668431813535065
275,Ellis Oklahoma,12,44.3,9.819720134749936
287,Garfield Oklahoma,12,36.3,9.803136464884696
299,Garvin Oklahoma,12,39.2,9.795214896611455
311,Grady Oklahoma,12,39.8,9.850875810438085
323,Grant Oklahoma,12,42.4,9.750380798522963
335,Greer Oklahoma,12,39.2,10.096848739495798
347,Harmon Oklahoma,12,40.5,9.740105540897098
359,Harper Oklahoma,12,40.2,9.72619305856833
371,Haskell Oklahoma,12,41.2,9.82839946147145
383,Hughes Oklahoma,12,39.2,9.95565931169516
395,Jackson Oklahoma,12,34.8,9.882625356706074
407,Jefferson Oklahoma,12,42.1,9.748100633122291
419,Johnston Oklahoma,12,39.9,9.818845286423095
431,Kay Oklahoma,12,38.8,9.784895952960632
443,Kingfisher Oklahoma,12,37.7,9.730269584522677
455,Kiowa Oklahoma,12,41.6,9.762011943040882
467,Latimer Oklahoma,12,42.0,9.88940732651643
479,Le Flore Oklahoma,12,39.5,9.832978958136923
491,Lincoln Oklahoma,12,41.2,9.814238609972188
503,Logan Oklahoma,12,39.4,9.925712857470163
515,Love Oklahoma,12,39.2,9.821047498293183
527,McClain Oklahoma,12,38.7,9.800877106290459
539,McCurtain Oklahoma,12,38.7,9.763240131578948
551,McIntosh Oklahoma,12,48.3,9.881827924066135
563,Major Oklahoma,12,40.5,9.694651985843493
575,Marshall Oklahoma,12,43.1,9.79405233004548
587,Mayes Oklahoma,12,40.7,9.841574209245742
599,Murray Oklahoma,12,41.5,9.827151282597882
611,Muskogee Oklahoma,12,37.9,9.840756209832787
623,Noble Oklahoma,12,41.7,9.800530051208337
635,Nowata Oklahoma,12,42.5,9.849196109567288
647,Okfuskee Oklahoma,12,40.0,9.875260568665055
659,Oklahoma Oklahoma,12,35.1,9.868384217377237
671,Okmulgee Oklahoma,12,39.5,9.858507734303913
683,Osage Oklahoma,12,43.1,9.893939910142025
695,Ottawa Oklahoma,12,38.2,9.8025572653966
707,Pawnee Oklahoma,12,41.7,9.81605398143625
719,Payne Oklahoma,12,27.6,10.356030519417
731,Pittsburg Oklahoma,12,40.6,9.884743666101617
743,Pontotoc Oklahoma,12,35.7,9.905853620311358
755,Pottawatomie Oklahoma,12,38.3,9.89718288516641
767,Pushmataha Oklahoma,12,44.5,9.825748017303534
779,Roger Mills Oklahoma,12,42.2,9.749986045213507
791,Rogers Oklahoma,12,39.4,9.88381228436388
803,Seminole Oklahoma,12,39.5,9.810516118393933
815,Sequoyah Oklahoma,12,40.9,9.841201376025404
827,Stephens Oklahoma,12,41.4,9.842787937788286
839,Texas Oklahoma,12,32.7,9.767637491868088
851,Tillman Oklahoma,12,42.1,9.815462068965518
863,Tulsa Oklahoma,12,36.0,9.862313368695053
875,Wagoner Oklahoma,12,39.1,9.853228604116177
887,Washington Oklahoma,12,39.7,9.824396918120597
899,Washita Oklahoma,12,39.9,9.792039208501283
911,Woods Oklahoma,12,34.0,10.111907198908222
923,Woodward Oklahoma,12,37.7,9.888065904705359
11,Baker Oregon,12,47.9,9.862186802282311
23,Benton Oregon,12,33.2,10.380720664567503
35,Clackamas Oregon,12,41.6,9.941608897454966
47,Clatsop Oregon,12,44.7,9.992807776451869
59,Columbia Oregon,12,43.1,9.92533712801314
71,Coos Oregon,12,48.3,9.943124970924373
83,Crook Oregon,12,47.0,9.878503524012457
95,Curry Oregon,12,57.1,9.955991275899674
107,Deschutes Oregon,12,42.5,9.99063442122089
119,Douglas Oregon,12,47.4,9.908212290502792
131,Gilliam Oregon,12,50.8,9.861297071129707
143,Grant Oregon,12,52.3,9.908640088901237
155,Harney Oregon,12,45.2,9.904937102664682
167,Hood River Oregon,12,39.2,9.888170387477548
179,Jackson Oregon,12,42.8,9.935797306104714
191,Jefferson Oregon,12,40.4,9.82214291507827
203,Josephine Oregon,12,47.6,9.890036233954758
215,Klamath Oregon,12,41.8,9.885896421348809
227,Lake Oregon,12,47.6,9.907688397509213
239,Lane Oregon,12,39.8,10.135630138169482
251,Lincoln Oregon,12,52.1,9.955768383971819
263,Linn Oregon,12,40.0,9.909255562663295
275,Malheur Oregon,12,35.9,9.802947237578097
287,Marion Oregon,12,36.9,9.880790815886469
299,Morrow Oregon,12,37.5,9.692105489959493
311,Multnomah Oregon,12,37.7,10.227001986824218
323,Polk Oregon,12,37.4,9.972276238601383
335,Sherman Oregon,12,47.1,9.963539325842696
347,Tillamook Oregon,12,48.5,9.907031365586626
359,Umatilla Oregon,12,36.4,9.853218729955099
371,Union Oregon,12,39.3,9.938487050493757
383,Wallowa Oregon,12,51.5,9.858421198668147
395,Wasco Oregon,12,40.8,9.885720710591409
407,Washington Oregon,12,37.2,10.011847232011064
431,Yamhill Oregon,12,39.1,9.971588235294119
11,Adams Pennsylvania,12,44.5,9.944922288343736
23,Allegheny Pennsylvania,12,40.6,10.083408590964972
35,Armstrong Pennsylvania,12,47.0,9.91907005483896
47,Beaver Pennsylvania,12,45.3,9.952523958543027
59,Bedford Pennsylvania,12,47.4,9.91583277647845
71,Berks Pennsylvania,12,39.9,9.916445612635458
83,Blair Pennsylvania,12,43.5,9.93963259979151
95,Bradford Pennsylvania,12,44.8,9.816037000812294
107,Bucks Pennsylvania,12,44.2,9.938736848807041
119,Butler Pennsylvania,12,43.7,9.967398444528435
131,Cambria Pennsylvania,12,45.7,9.95266759862357
143,Cameron Pennsylvania,12,52.1,9.891185068585562
155,Carbon Pennsylvania,12,46.5,9.934226107008195
167,Centre Pennsylvania,12,33.3,10.455579640976692
179,Chester Pennsylvania,12,40.5,9.900231242940329
191,Clarion Pennsylvania,12,41.7,10.049370414693794
203,Clearfield Pennsylvania,12,45.1,10.020328055012302
215,Clinton Pennsylvania,12,39.4,10.03855353075171
227,Columbia Pennsylvania,12,41.3,10.128552736900438
239,Crawford Pennsylvania,12,43.9,9.920522515922439
251,Cumberland Pennsylvania,12,40.5,10.005614318980147
263,Dauphin Pennsylvania,12,39.4,9.905452049773803
275,Delaware Pennsylvania,12,39.0,9.95081226720212
287,Elk Pennsylvania,12,48.1,9.896091608157805
299,Erie Pennsylvania,12,40.2,9.960093872345475
311,Fayette Pennsylvania,12,45.3,9.963405634543683
323,Forest Pennsylvania,12,43.6,10.530095211811785
335,Franklin Pennsylvania,12,42.2,9.86903055596767
347,Fulton Pennsylvania,12,45.8,9.915609084652443
359,Greene Pennsylvania,12,42.5,10.00879032925786
371,Huntingdon Pennsylvania,12,44.0,10.081827042353359
383,Indiana Pennsylvania,12,40.3,10.123824533441176
395,Jefferson Pennsylvania,12,44.3,9.868561888313183
407,Juniata Pennsylvania,12,43.0,9.844001130719219
419,Lackawanna Pennsylvania,12,42.3,9.95036246744947
431,Lancaster Pennsylvania,12,38.7,9.862873357228196
443,Lawrence Pennsylvania,12,45.3,9.921546683506408
455,Lebanon Pennsylvania,12,41.0,9.86088876037604
467,Lehigh Pennsylvania,12,39.0,9.928958241948672
479,Luzerne Pennsylvania,12,42.6,9.987765620618934
491,Lycoming Pennsylvania,12,41.6,9.963756079047476
503,McKean Pennsylvania,12,43.3,9.971724307692307
515,Mercer Pennsylvania,12,45.1,9.973068979382951
527,Mifflin Pennsylvania,12,43.8,9.817412978455936
539,Monroe Pennsylvania,12,43.1,10.008886422232795
551,Montgomery Pennsylvania,12,41.2,9.93029034257415
563,Montour Pennsylvania,12,43.4,9.927778387273724
575,Northampton Pennsylvania,12,42.1,10.006341942774785
587,Northumberland Pennsylvania,12,44.7,9.951660557225102
599,Perry Pennsylvania,12,43.2,9.886566390041494
611,Philadelphia Pennsylvania,12,34.7,10.076263774695972
623,Pike Pennsylvania,12,49.1,9.983355731154473
635,Potter Pennsylvania,12,47.8,9.861418371051675
647,Schuylkill Pennsylvania,12,44.5,9.954558959811544
